adress,rooms,size,measure,level,repair,wall,price,status
 Чиланзарский район,30 м²,1/4,,Черновая отделка,Кирпичный,Телефонная линия,150,аренду
 Мирзо-Улугбекский район,4,100,,2/4,Евроремонт, ,1 200,аренду
 Мирзо-Улугбекский район,6+,8 сот.,,770 м², , ,2 500,аренду
 Мирзо-Улугбекский район,1,38,,3/4,Евроремонт,Холодильник,600,аренду
 Мирабадский район,4,200,,3/7,Евроремонт,Кирпичный,1 700,аренду
 Мирзо-Улугбекский район,2,65,,7/9,Евроремонт,Стиральная машина,700,аренду
 Мирзо-Улугбекский район,4,79,,2/4,Холодильник,Газоснабжение,1 300,аренду
 Мирабадский район,230 м²,3/12,,Евроремонт, , ,6 210,аренду
 Мирабадский район,156 м²,Евроремонт,, , , ,3 432,аренду
 Яккасарайский район,3,85,,3/6,Евроремонт, ,1 400,аренду
 Мирзо-Улугбекский район,1,30.85,,1/2,Евроремонт,Кирпичный,370.2,аренду
 Сергелийский район,2,55,,8/10,Евроремонт,Монолитный,500,аренду
 Мирзо-Улугбекский район,4,1.8 сот.,,100 м²,Евроремонт, ,1 800,аренду
 Мирабадский район,93 м²,Евроремонт,,Интернет,Парковочное место, ,1 800,аренду
 Мирзо-Улугбекский район,110 м²,Евроремонт,,Интернет,Парковочное место, ,2 000,аренду
 Мирабадский район,3,80,,5/9,Евроремонт,Панельный,1 200,аренду
 Юнусабадский район,2,60,,2/4,Евроремонт,Кирпичный,700,аренду
 Яккасарайский район,2,75,,5/8,Евроремонт,Кирпичный,1 200,аренду
 Мирабадский район,3,60,,4/9,Евроремонт,Кирпичный,850,аренду
 Мирзо-Улугбекский район,4,120,,3/5,Евроремонт,Кирпичный,1 500,аренду
 Юнусабадский район,3,72,,2/9,Евроремонт,Панельный,500,аренду
 Мирабадский район,3,74,,4/9,Евроремонт,Кирпичный,600,аренду
 Юнусабадский район,3,110,,5/9,Евроремонт,Кирпичный,1 300,аренду
 Юнусабадский район,3,110,,5/9,Евроремонт,Кирпичный,1 300,аренду
 Шайхантахурский район,2,63,,2/9,Евроремонт,Панельный,700,аренду
 Шайхантахурский район,2,63,,2/9,Евроремонт,Панельный,700,аренду
 Мирзо-Улугбекский район,3,80,,2/4,Евроремонт,Кирпичный,1 250,аренду
 Яшнободский район,3,100,,2/4,Евроремонт,Кирпичный,1 400,аренду
 Мирабадский район,3,90,,10/12,Евроремонт,Панельный,1 000,аренду
 Юнусабадский район,3,110,,6/9,Евроремонт,Кирпичный,1 200,аренду
 Мирабадский район,3,86,,3/12,Евроремонт,Лифт,1 000,аренду
 Юнусабадский район,3,52,,2/4,Евроремонт,Панельный,500,аренду
 Мирзо-Улугбекский район,6+,236,,1/9,Телефонная линия,Парковочное место,3 500,аренду
 Юнусабадский район,2,50,,1/4,Средний,Панельный,800,аренду
 Яккасарайский район,3,75,,1/3,Евроремонт,Кирпичный,500,аренду
 Яшнободский район,3,66,,1/4,Черновая отделка,Панельный,600,аренду
 Яшнободский район,2,55,,1/5,Черновая отделка,Панельный,500,аренду
 Учтепинский район,3,101,,2/10,Евроремонт,Другое,2 200,аренду
 Яшнободский район,3,60,,4/4,Евроремонт,Кирпичный,550,аренду
 Юнусабадский район,6+,115,,3/4,Евроремонт,Кирпичный,1 300,аренду
 Яккасарайский район,2,54,,2/12,Евроремонт,Телефонная линия,600,аренду
 Юнусабадский район,4,98,,3/16,Евроремонт,Кирпичный,900,аренду
 Олмазорский район,1,46,,8/13,Евроремонт,Кирпичный,700,аренду
 Шайхантахурский район,2,48,,6/7,Евроремонт,Кирпичный,1 300,аренду
 Юнусабадский район,4,100,,8/9,Евроремонт,Панельный,900,аренду
 Бектемирский район,3,90,,1/7,Евроремонт,Другое,1 000,аренду
 Чиланзарский район,3,110,,3/8,Евроремонт,Кирпичный,1 500,аренду
 Яшнободский район,3,30,,3/4,Евроремонт,Панельный,600,аренду
 Мирабадский район,1,35,,2/2,Черновая отделка,Кирпичный,450,аренду
 Яккасарайский район,2,68,,5/8,Евроремонт,Другое,1 500,аренду
 Яккасарайский район,4,160,,2/8,Евроремонт,Другое,2 600,аренду
 Юнусабадский район,3,60,,4/4,Евроремонт,Другое,600,аренду
 Олмазорский район,4,140,,6/8,Евроремонт,Другое,1 200,аренду
 Шайхантахурский район,2,50,,4/7,Евроремонт,Кирпичный,1 298,аренду
 Мирзо-Улугбекский район,6+,3 сот.,,300 м²,Евроремонт,Кирпичный,3 000,аренду
 Яккасарайский район,3,107,,1/7,Евроремонт, ,1 300,аренду
 Юнусабадский район,97 м²,1/4,,Евроремонт,Другое, ,1 350,аренду
 Мирабадский район,3,48,,7/9,Средний, ,500,аренду
 Шайхантахурский район,4,110,,3/5,Евроремонт,Кирпичный,1 800,аренду
 Юнусабадский район,1,35,,2/5,Евроремонт,Кирпичный,400,аренду
 Мирзо-Улугбекский район,1,45,,1/4,Евроремонт,Кирпичный,800,аренду
 Мирзо-Улугбекский район,6+,10 сот.,,600 м²,Евроремонт,Кирпичный,6 000,аренду
 Мирабадский район,6+,3 сот.,,200 м²,Евроремонт,Кирпичный,2 200,аренду
 Мирабадский район,4,5 сот.,,200 м²,Евроремонт,Кирпичный,1 200,аренду
 Мирабадский район,3,90,,9/10,Евроремонт,Кирпичный,2 000,аренду
 Яшнободский район,1,18,,2/4,Средний,Кирпичный,200,аренду
 Олмазорский район,2,70,,7/7,Евроремонт,Кирпичный,650,аренду
